#string_protein_1	string_protein_id_2	species_2	bitscore	start_1	end_1	start_2	end_2	size_2
362663.ECP_0119	362663.ECP_3955	362663	57.8	8	130	11	137	230
362663.ECP_0119	362663.ECP_4660	362663	90.1	22	236	21	235	257
362663.ECP_0120	362663.ECP_0120	362663	125.2	1	60	1	60	60
362663.ECP_0121	362663.ECP_0121	362663	1846.6	1	887	1	887	887
362663.ECP_0122	362663.ECP_0122	362663	1240.7	1	630	1	630	630
362663.ECP_0122	362663.ECP_0738	362663	187.2	227	630	26	403	405
362663.ECP_0122	362663.ECP_4275	362663	159.5	229	630	26	382	384
362663.ECP_0123	362663.ECP_0123	362663	957.6	1	474	1	474	474
362663.ECP_0123	362663.ECP_0372	362663	193.4	6	453	3	434	441
362663.ECP_0123	362663.ECP_3456	362663	50.1	127	343	92	315	847
362663.ECP_0123	362663.ECP_3590	362663	151.4	10	450	8	444	450
362663.ECP_0123	362663.ECP_4177	362663	186.8	1	456	1	458	466
362663.ECP_0123	362663.ECP_4276	362663	281.6	9	456	7	462	472
362663.ECP_0124	362663.ECP_0124	362663	1218.0	1	585	1	585	585
362663.ECP_0125	362663.ECP_0074	362663	84.3	473	820	102	459	466
362663.ECP_0125	362663.ECP_0125	362663	1769.2	1	865	1	865	865
362663.ECP_0126	362663.ECP_0126	362663	246.1	1	120	1	120	120
362663.ECP_0127	362663.ECP_0127	362663	552.0	1	264	1	264	264
362663.ECP_0128	362663.ECP_0128	362663	605.9	1	288	1	288	288
362663.ECP_0129	362663.ECP_0129	362663	238.0	1	115	1	115	115
362663.ECP_0130	362663.ECP_0130	362663	1066.2	1	516	1	516	516
362663.ECP_0130	362663.ECP_3106	362663	241.9	1	511	3	461	470
362663.ECP_0131	362663.ECP_0131	362663	122.9	1	60	1	60	60
362663.ECP_0132	362663.ECP_0132	362663	1632.1	1	796	1	796	796
362663.ECP_0133	362663.ECP_0133	362663	287.3	1	143	1	143	143
362663.ECP_0134	362663.ECP_0134	362663	456.8	1	220	1	220	220
362663.ECP_0135	362663.ECP_0069	362663	73.9	25	236	19	230	232
362663.ECP_0135	362663.ECP_0135	362663	628.2	1	308	1	308	308
362663.ECP_0135	362663.ECP_0161	362663	65.5	21	215	27	227	265
362663.ECP_0135	362663.ECP_0209	362663	127.1	5	244	2	238	343
362663.ECP_0135	362663.ECP_0285	362663	65.1	3	173	167	343	351
362663.ECP_0135	362663.ECP_0305	362663	63.9	1	225	985	1215	1245
362663.ECP_0135	362663.ECP_0429	362663	95.1	5	212	2	205	255
362663.ECP_0135	362663.ECP_0509	362663	63.5	13	270	343	590	590
362663.ECP_0135	362663.ECP_0510	362663	57.8	21	225	357	563	593
362663.ECP_0135	362663.ECP_0556	362663	55.8	16	216	18	219	225
362663.ECP_0135	362663.ECP_0562	362663	56.2	78	218	12	152	152
362663.ECP_0135	362663.ECP_0620	362663	75.5	24	224	26	232	271
362663.ECP_0135	362663.ECP_0675	362663	99.0	5	230	2	230	241
362663.ECP_0135	362663.ECP_0771	362663	70.5	21	199	276	465	490
362663.ECP_0135	362663.ECP_0777	362663	71.2	24	214	17	207	352
362663.ECP_0135	362663.ECP_0808	362663	137.5	5	226	330	549	578
362663.ECP_0135	362663.ECP_0823	362663	111.3	5	230	2	230	240
362663.ECP_0135	362663.ECP_0834	362663	66.6	16	214	12	230	530
362663.ECP_0135	362663.ECP_0842	362663	72.8	18	224	18	246	612
362663.ECP_0135	362663.ECP_0869	362663	98.2	1	216	43	257	404
362663.ECP_0135	362663.ECP_0879	362663	116.7	13	216	10	221	242
362663.ECP_0135	362663.ECP_0894	362663	123.2	1	217	1	224	648
362663.ECP_0135	362663.ECP_0900	362663	85.9	3	226	337	562	573
362663.ECP_0135	362663.ECP_0925	362663	94.0	5	228	342	579	582
362663.ECP_0135	362663.ECP_0945	362663	80.5	5	214	12	211	255
362663.ECP_0135	362663.ECP_0954	362663	65.1	17	194	331	495	635
362663.ECP_0135	362663.ECP_1110	362663	84.3	21	206	6	197	214
362663.ECP_0135	362663.ECP_1120	362663	94.7	5	229	18	241	378
362663.ECP_0135	362663.ECP_1191	362663	93.6	13	203	15	209	275
362663.ECP_0135	362663.ECP_1242	362663	79.0	21	206	19	209	252
362663.ECP_0135	362663.ECP_1293	362663	75.9	5	216	20	249	337
362663.ECP_0135	362663.ECP_1294	362663	74.7	15	216	34	245	334
362663.ECP_0135	362663.ECP_1348	362663	71.2	5	225	6	240	268
362663.ECP_0135	362663.ECP_1349	362663	57.8	12	224	14	247	330
362663.ECP_0135	362663.ECP_1370	362663	51.2	5	95	4	93	111
362663.ECP_0135	362663.ECP_1443	362663	114.8	1	229	1	228	337
362663.ECP_0135	362663.ECP_1629	362663	63.9	21	195	17	204	248
362663.ECP_0135	362663.ECP_1702	362663	71.2	21	198	17	196	217
362663.ECP_0135	362663.ECP_1802	362663	81.6	1	212	1	202	251
362663.ECP_0135	362663.ECP_1841	362663	79.3	2	216	5	223	504
362663.ECP_0135	362663.ECP_1939	362663	64.7	16	226	356	569	600
362663.ECP_0135	362663.ECP_1940	362663	68.9	4	226	311	538	570
362663.ECP_0135	362663.ECP_2033	362663	52.0	31	169	30	166	255
362663.ECP_0135	362663.ECP_2168	362663	95.1	5	226	2	225	262
362663.ECP_0135	362663.ECP_2188	362663	86.7	5	223	14	236	506
362663.ECP_0135	362663.ECP_2221	362663	80.9	24	268	28	291	529
362663.ECP_0135	362663.ECP_2242	362663	56.2	23	210	19	201	205
362663.ECP_0135	362663.ECP_2345	362663	97.1	10	229	11	245	257
362663.ECP_0135	362663.ECP_2445	362663	99.0	3	236	1	236	365
362663.ECP_0135	362663.ECP_2548	362663	78.2	12	266	18	275	503
362663.ECP_0135	362663.ECP_2643	362663	89.7	26	216	49	245	400
362663.ECP_0135	362663.ECP_2921	362663	62.4	5	194	2	194	225
362663.ECP_0135	362663.ECP_3120	362663	55.8	23	215	27	225	269
362663.ECP_0135	362663.ECP_3282	362663	60.5	24	226	27	235	269
362663.ECP_0135	362663.ECP_3289	362663	99.4	5	224	4	225	241
362663.ECP_0135	362663.ECP_3345	362663	84.7	3	227	4	237	499
362663.ECP_0135	362663.ECP_3366	362663	119.0	5	230	13	241	252
362663.ECP_0135	362663.ECP_3443	362663	54.7	21	175	328	469	637
362663.ECP_0135	362663.ECP_3543	362663	88.6	4	212	3	211	356
362663.ECP_0135	362663.ECP_3547	362663	86.3	3	225	4	226	237
362663.ECP_0135	362663.ECP_3548	362663	74.7	16	217	16	235	255
362663.ECP_0135	362663.ECP_3556	362663	92.8	5	194	2	195	222
362663.ECP_0135	362663.ECP_3574	362663	68.9	21	224	19	229	254
362663.ECP_0135	362663.ECP_3575	362663	90.5	21	217	28	233	268
362663.ECP_0135	362663.ECP_3578	362663	114.0	3	233	275	508	911
362663.ECP_0135	362663.ECP_3605	362663	74.7	24	246	20	255	256
362663.ECP_0135	362663.ECP_3641	362663	78.2	10	216	18	242	334
362663.ECP_0135	362663.ECP_3642	362663	71.6	19	224	21	242	327
362663.ECP_0135	362663.ECP_3670	362663	79.3	1	215	13	233	525
362663.ECP_0135	362663.ECP_3822	362663	78.2	17	200	58	239	278
362663.ECP_0135	362663.ECP_3828	362663	74.7	15	229	479	696	707
362663.ECP_0135	362663.ECP_3924	362663	76.6	14	233	19	252	257
362663.ECP_0135	362663.ECP_3948	362663	92.8	1	293	1	293	501
362663.ECP_0135	362663.ECP_4253	362663	87.4	4	216	3	214	371
362663.ECP_0135	362663.ECP_4314	362663	79.7	1	194	1	197	234
362663.ECP_0135	362663.ECP_4315	362663	66.2	35	223	40	242	284
362663.ECP_0135	362663.ECP_4330	362663	83.2	16	215	16	224	510
362663.ECP_0135	362663.ECP_4339	362663	54.7	5	194	2	207	226
362663.ECP_0135	362663.ECP_4340	362663	71.2	5	217	6	227	252
362663.ECP_0135	362663.ECP_4348	362663	102.1	1	219	1	236	262
362663.ECP_0135	362663.ECP_4478	362663	95.1	5	215	10	224	500
362663.ECP_0135	362663.ECP_4554	362663	74.7	15	229	479	696	707
362663.ECP_0135	362663.ECP_4777	362663	53.5	7	192	8	216	555
362663.ECP_0136	362663.ECP_0136	362663	505.8	1	256	1	256	256
362663.ECP_0137	362663.ECP_0137	362663	307.4	1	146	1	146	146
362663.ECP_0137	362663.ECP_3226	362663	70.1	19	130	4	115	129
362663.ECP_0138	362663.ECP_0138	362663	847.4	1	409	1	409	409
362663.ECP_0138	362663.ECP_1022	362663	67.8	166	374	45	277	672
362663.ECP_0139	362663.ECP_0139	362663	262.7	1	126	1	126	126
362663.ECP_0140	362663.ECP_0140	362663	642.1	1	310	1	310	310
362663.ECP_0140	362663.ECP_0141	362663	61.2	235	310	4	65	67
362663.ECP_0140	362663.ECP_2286	362663	296.6	2	305	3	315	319
362663.ECP_0140	362663.ECP_2344	362663	307.0	5	271	6	273	296
362663.ECP_0140	362663.ECP_3497	362663	289.7	5	297	6	294	297
362663.ECP_0140	362663.ECP_4673	362663	281.2	5	260	6	263	306
362663.ECP_0141	362663.ECP_0140	362663	61.2	4	65	235	310	310
362663.ECP_0141	362663.ECP_0141	362663	135.2	1	67	1	67	67
362663.ECP_0142	362663.ECP_0142	362663	575.5	1	283	1	283	283
362663.ECP_0143	362663.ECP_0143	362663	543.1	1	264	1	264	264
362663.ECP_0144	362663.ECP_0144	362663	211.5	1	104	1	104	104
362663.ECP_0145	362663.ECP_0145	362663	575.5	1	281	1	281	281
362663.ECP_0146	362663.ECP_0146	362663	402.9	1	198	1	198	198
362663.ECP_0147	362663.ECP_0147	362663	400.6	1	202	1	202	202
362663.ECP_0148	362663.ECP_0148	362663	381.7	1	188	1	188	188
362663.ECP_0149	362663.ECP_0149	362663	1775.4	1	862	1	862	862
362663.ECP_0149	362663.ECP_0296	362663	396.7	12	840	33	858	876
362663.ECP_0149	362663.ECP_1499	362663	94.0	620	840	45	260	278
362663.ECP_0149	362663.ECP_2147	362663	409.5	8	835	3	809	826
362663.ECP_0149	362663.ECP_2376	362663	238.4	1	826	3	819	884
362663.ECP_0149	362663.ECP_2970	362663	289.7	1	826	18	828	856
362663.ECP_0149	362663.ECP_3519	362663	386.3	30	840	37	846	864
362663.ECP_0149	362663.ECP_3783	362663	459.5	17	839	23	818	844
362663.ECP_0149	362663.ECP_3814	362663	278.1	44	826	38	805	835
362663.ECP_0149	362663.ECP_4539	362663	310.1	16	847	18	830	840
362663.ECP_0149	362663.ECP_4652	362663	394.4	16	847	34	867	878
362663.ECP_0150	362663.ECP_0150	362663	506.9	1	246	1	246	246
362663.ECP_0150	362663.ECP_0295	362663	110.2	12	241	10	224	231
362663.ECP_0150	362663.ECP_2148	362663	131.3	12	240	7	220	224
362663.ECP_0150	362663.ECP_2375	362663	109.4	1	243	9	238	250
362663.ECP_0150	362663.ECP_2969	362663	120.2	11	238	59	272	290
362663.ECP_0150	362663.ECP_3516	362663	90.9	21	211	23	211	259
362663.ECP_0150	362663.ECP_3520	362663	118.2	4	241	23	243	250
362663.ECP_0150	362663.ECP_3784	362663	190.7	16	246	10	240	241
362663.ECP_0150	362663.ECP_3812	362663	79.3	32	241	28	227	233
362663.ECP_0150	362663.ECP_4538	362663	105.9	21	238	22	225	244
362663.ECP_0150	362663.ECP_4651	362663	104.8	16	238	4	208	218
362663.ECP_0151	362663.ECP_0151	362663	392.9	1	196	1	196	196
362663.ECP_0152	362663.ECP_0152	362663	325.1	1	159	1	159	159
362663.ECP_0153	362663.ECP_0153	362663	978.4	1	472	1	472	472
362663.ECP_0153	362663.ECP_3146	362663	75.5	70	378	4	299	412
362663.ECP_0154	362663.ECP_0154	362663	637.5	1	308	1	308	308
362663.ECP_0154	362663.ECP_2422	362663	139.4	19	302	6	300	471
362663.ECP_0155	362663.ECP_0155	362663	311.2	1	151	1	151	151
362663.ECP_0156	362663.ECP_0156	362663	489.6	1	234	1	234	234
362663.ECP_0157	362663.ECP_0157	362663	366.7	1	179	1	179	179
362663.ECP_0158	362663.ECP_0158	362663	1610.9	1	809	1	809	809
362663.ECP_0158	362663.ECP_1418	362663	260.4	3	478	76	561	1300
362663.ECP_0158	362663.ECP_2578	362663	52.8	2	325	28	346	444
362663.ECP_0159	362663.ECP_0159	362663	1732.6	1	844	1	844	844
362663.ECP_0159	362663.ECP_2524	362663	127.1	226	731	77	544	770
362663.ECP_0159	362663.ECP_3296	362663	77.8	228	354	79	201	242
362663.ECP_0159	362663.ECP_3482	362663	190.7	204	729	57	747	850
362663.ECP_0160	362663.ECP_0160	362663	1546.6	1	747	1	747	747
362663.ECP_0160	362663.ECP_0302	362663	51.2	83	192	51	175	725
362663.ECP_0160	362663.ECP_0615	362663	53.1	83	229	53	218	749
362663.ECP_0160	362663.ECP_0819	362663	123.2	26	747	24	760	760
362663.ECP_0160	362663.ECP_1094	362663	82.0	77	747	6	659	659
362663.ECP_0160	362663.ECP_1452	362663	77.0	15	726	2	672	700
362663.ECP_0160	362663.ECP_1947	362663	56.2	499	735	421	652	673
362663.ECP_0160	362663.ECP_2036	362663	111.3	16	747	7	721	721
362663.ECP_0160	362663.ECP_2195	362663	58.2	67	188	35	159	663
362663.ECP_0160	362663.ECP_3121	362663	158.3	40	747	38	713	713
362663.ECP_0160	362663.ECP_3597	362663	54.3	78	271	45	248	660
362663.ECP_0160	362663.ECP_4183	362663	57.4	13	205	16	182	628
362663.ECP_0161	362663.ECP_0069	362663	91.7	30	239	18	221	232
362663.ECP_0161	362663.ECP_0135	362663	65.5	27	227	21	215	308
362663.ECP_0161	362663.ECP_0161	362663	540.4	1	265	1	265	265
362663.ECP_0161	362663.ECP_0209	362663	115.5	14	236	4	229	343
362663.ECP_0161	362663.ECP_0285	362663	53.1	16	192	173	351	351
362663.ECP_0161	362663.ECP_0305	362663	75.5	3	235	358	594	1245
362663.ECP_0161	362663.ECP_0429	362663	77.8	23	224	13	205	255
362663.ECP_0161	362663.ECP_0509	362663	58.5	14	235	339	557	590
362663.ECP_0161	362663.ECP_0510	362663	84.7	2	239	327	565	593
362663.ECP_0161	362663.ECP_0556	362663	79.7	14	226	10	217	225
362663.ECP_0161	362663.ECP_0562	362663	54.3	76	226	3	148	152
362663.ECP_0161	362663.ECP_0620	362663	213.8	25	261	21	257	271
362663.ECP_0161	362663.ECP_0675	362663	82.0	13	234	3	221	241
362663.ECP_0161	362663.ECP_0771	362663	55.5	18	255	10	245	490
362663.ECP_0161	362663.ECP_0777	362663	84.0	33	235	20	216	352
362663.ECP_0161	362663.ECP_0808	362663	89.0	8	237	2	226	578
362663.ECP_0161	362663.ECP_0823	362663	94.7	14	238	4	226	240
362663.ECP_0161	362663.ECP_0834	362663	71.2	16	240	6	245	530
362663.ECP_0161	362663.ECP_0842	362663	68.9	16	236	8	246	612
362663.ECP_0161	362663.ECP_0869	362663	95.9	14	235	49	264	404
362663.ECP_0161	362663.ECP_0879	362663	73.6	27	230	18	223	242
362663.ECP_0161	362663.ECP_0894	362663	76.6	26	227	23	222	648
362663.ECP_0161	362663.ECP_0900	362663	90.9	11	236	338	560	573
362663.ECP_0161	362663.ECP_0901	362663	66.6	23	235	362	570	588
362663.ECP_0161	362663.ECP_0925	362663	102.1	14	236	344	566	582
362663.ECP_0161	362663.ECP_0945	362663	86.3	10	226	10	211	255
362663.ECP_0161	362663.ECP_0954	362663	62.8	1	207	309	496	635
362663.ECP_0161	362663.ECP_1110	362663	93.6	26	229	5	207	214
362663.ECP_0161	362663.ECP_1120	362663	91.7	23	235	29	235	378
362663.ECP_0161	362663.ECP_1191	362663	116.3	23	254	19	244	275
362663.ECP_0161	362663.ECP_1242	362663	120.9	10	258	2	249	252
362663.ECP_0161	362663.ECP_1293	362663	70.5	17	258	27	299	337
362663.ECP_0161	362663.ECP_1294	362663	78.2	19	235	30	252	334
362663.ECP_0161	362663.ECP_1348	362663	90.1	11	236	14	239	268
362663.ECP_0161	362663.ECP_1349	362663	68.9	30	236	26	247	330
362663.ECP_0161	362663.ECP_1371	362663	55.1	131	235	4	108	246
362663.ECP_0161	362663.ECP_1443	362663	71.2	30	240	23	228	337
362663.ECP_0161	362663.ECP_1492	362663	61.2	18	216	373	556	561
362663.ECP_0161	362663.ECP_1629	362663	53.5	12	180	2	178	248
362663.ECP_0161	362663.ECP_1657	362663	104.4	21	247	10	232	249
362663.ECP_0161	362663.ECP_1702	362663	63.5	12	208	2	194	217
362663.ECP_0161	362663.ECP_1802	362663	74.3	10	232	3	204	251
362663.ECP_0161	362663.ECP_1841	362663	82.8	1	246	1	250	504
362663.ECP_0161	362663.ECP_1939	362663	82.8	16	236	348	567	600
362663.ECP_0161	362663.ECP_1940	362663	67.0	9	236	309	536	570
362663.ECP_0161	362663.ECP_2033	362663	125.2	24	247	16	233	255
362663.ECP_0161	362663.ECP_2168	362663	98.2	27	232	17	219	262
362663.ECP_0161	362663.ECP_2188	362663	79.7	16	250	20	247	506
362663.ECP_0161	362663.ECP_2221	362663	94.7	9	236	297	514	529
362663.ECP_0161	362663.ECP_2242	362663	66.2	24	211	14	190	205
362663.ECP_0161	362663.ECP_2253	362663	63.5	29	226	12	198	218
362663.ECP_0161	362663.ECP_2345	362663	85.9	8	236	2	240	257
362663.ECP_0161	362663.ECP_2445	362663	91.3	23	237	13	226	365
362663.ECP_0161	362663.ECP_2548	362663	88.2	20	226	19	227	503
362663.ECP_0161	362663.ECP_2643	362663	98.6	31	238	48	255	400
362663.ECP_0161	362663.ECP_2920	362663	52.8	39	226	30	221	225
362663.ECP_0161	362663.ECP_2921	362663	64.3	12	224	2	212	225
362663.ECP_0161	362663.ECP_3035	362663	65.5	18	216	10	191	222
362663.ECP_0161	362663.ECP_3120	362663	185.7	14	260	12	258	269
362663.ECP_0161	362663.ECP_3282	362663	85.9	14	257	11	259	269
362663.ECP_0161	362663.ECP_3289	362663	101.3	11	245	3	234	241
362663.ECP_0161	362663.ECP_3345	362663	84.0	27	228	21	221	499
362663.ECP_0161	362663.ECP_3366	362663	66.6	8	236	9	235	252
362663.ECP_0161	362663.ECP_3443	362663	55.5	12	225	313	506	637
362663.ECP_0161	362663.ECP_3543	362663	74.7	12	235	4	222	356
362663.ECP_0161	362663.ECP_3547	362663	80.9	27	245	21	234	237
362663.ECP_0161	362663.ECP_3548	362663	76.3	8	235	2	241	255
362663.ECP_0161	362663.ECP_3556	362663	82.8	23	226	14	215	222
362663.ECP_0161	362663.ECP_3574	362663	83.6	14	230	7	223	254
362663.ECP_0161	362663.ECP_3575	362663	90.1	24	227	25	231	268
362663.ECP_0161	362663.ECP_3578	362663	93.6	6	236	271	495	911
362663.ECP_0161	362663.ECP_3605	362663	174.9	15	261	5	251	256
362663.ECP_0161	362663.ECP_3641	362663	81.3	30	238	41	252	334
362663.ECP_0161	362663.ECP_3642	362663	72.0	12	230	13	236	327
362663.ECP_0161	362663.ECP_3670	362663	85.1	12	257	17	267	525
362663.ECP_0161	362663.ECP_3822	362663	107.8	13	221	48	248	278
362663.ECP_0161	362663.ECP_3828	362663	87.4	7	236	465	691	707
362663.ECP_0161	362663.ECP_3924	362663	85.1	14	227	13	231	257
362663.ECP_0161	362663.ECP_3948	362663	82.0	14	246	7	239	501
362663.ECP_0161	362663.ECP_4253	362663	72.0	30	235	22	221	371
362663.ECP_0161	362663.ECP_4314	362663	73.2	6	226	7	217	234
362663.ECP_0161	362663.ECP_4315	362663	67.4	6	229	6	236	284
362663.ECP_0161	362663.ECP_4330	362663	86.3	27	246	21	243	510
362663.ECP_0161	362663.ECP_4339	362663	64.7	1	218	1	219	226
362663.ECP_0161	362663.ECP_4340	362663	72.8	30	236	24	234	252
362663.ECP_0161	362663.ECP_4348	362663	106.7	27	245	20	249	262
362663.ECP_0161	362663.ECP_4478	362663	78.6	5	246	3	243	500
362663.ECP_0161	362663.ECP_4554	362663	87.4	7	236	465	691	707
362663.ECP_0161	362663.ECP_4777	362663	69.3	22	227	17	238	555
362663.ECP_0162	362663.ECP_0162	362663	605.9	1	296	1	296	296
362663.ECP_0163	362663.ECP_0163	362663	1260.4	1	660	1	660	660
362663.ECP_0163	362663.ECP_0621	362663	140.2	388	660	57	328	330
362663.ECP_0163	362663.ECP_0622	362663	124.0	390	660	64	335	338
362663.ECP_0163	362663.ECP_1243	362663	105.9	43	325	39	322	326
362663.ECP_0163	362663.ECP_1659	362663	110.5	343	660	9	326	326
362663.ECP_0163	362663.ECP_2034	362663	100.5	390	658	74	347	352
362663.ECP_0163	362663.ECP_3118	362663	112.1	390	659	78	348	349
362663.ECP_0163	362663.ECP_3119	362663	112.8	4	326	3	325	327
362663.ECP_0163	362663.ECP_3604	362663	108.6	59	330	41	318	318
362663.ECP_0164	362663.ECP_0164	362663	872.1	1	426	1	426	426
362663.ECP_0164	362663.ECP_0788	362663	95.5	36	312	66	361	466
362663.ECP_0164	362663.ECP_1694	362663	134.0	33	331	22	319	406
362663.ECP_0164	362663.ECP_2625	362663	158.7	1	392	1	393	426
362663.ECP_0164	362663.ECP_3163	362663	131.3	44	363	113	436	496
362663.ECP_0164	362663.ECP_3450	362663	131.7	38	341	30	328	406
362663.ECP_0165	362663.ECP_0165	362663	937.9	1	473	1	473	473
362663.ECP_0165	362663.ECP_1536	362663	105.1	36	451	17	428	430
362663.ECP_0166	362663.ECP_0166	362663	233.0	1	114	1	114	114
362663.ECP_0166	362663.ECP_1631	362663	55.5	9	114	18	122	122
362663.ECP_0166	362663.ECP_2533	362663	74.3	7	114	1	107	107
362663.ECP_0167	362663.ECP_0167	362663	407.9	1	207	1	207	207
362663.ECP_0167	362663.ECP_3744	362663	126.7	1	207	1	205	205
362663.ECP_0168	362663.ECP_0168	362663	414.8	1	205	1	205	205
362663.ECP_0168	362663.ECP_3600	362663	69.7	3	160	32	193	304
362663.ECP_0169	362663.ECP_0169	362663	466.8	1	232	1	232	232
362663.ECP_0170	362663.ECP_0170	362663	1048.5	1	505	1	505	505
362663.ECP_0171	362663.ECP_0171	362663	947.6	1	474	1	474	474
362663.ECP_0171	362663.ECP_3317	362663	521.2	1	474	1	455	455
362663.ECP_0171	362663.ECP_3318	362663	206.5	107	382	73	350	355
362663.ECP_0172	362663.ECP_0172	362663	783.1	1	385	1	385	385
362663.ECP_0173	362663.ECP_0173	362663	258.8	1	128	1	128	128
362663.ECP_0174	362663.ECP_0174	362663	561.2	1	274	1	274	274
362663.ECP_0175	362663.ECP_0175	362663	1828.9	1	890	1	890	890
362663.ECP_0176	362663.ECP_0176	362663	544.7	1	264	1	264	264
362663.ECP_0176	362663.ECP_2411	362663	71.6	5	205	127	322	361
362663.ECP_0176	362663.ECP_2901	362663	61.2	5	261	176	436	441
362663.ECP_0177	362663.ECP_0177	362663	498.4	1	241	1	241	241
362663.ECP_0178	362663.ECP_0178	362663	563.5	1	283	1	283	283
362663.ECP_0179	362663.ECP_0179	362663	490.7	1	241	1	241	241
362663.ECP_0180	362663.ECP_0180	362663	367.9	1	185	1	185	185
362663.ECP_0181	362663.ECP_0181	362663	822.4	1	398	1	398	398
362663.ECP_0182	362663.ECP_0182	362663	525.8	1	253	1	253	253
362663.ECP_0183	362663.ECP_0183	362663	561.2	1	285	1	285	285
362663.ECP_0183	362663.ECP_1414	362663	104.0	146	274	104	231	240
362663.ECP_0184	362663.ECP_0184	362663	901.4	1	450	1	450	450
362663.ECP_0185	362663.ECP_0185	362663	1664.8	1	810	1	810	810
362663.ECP_0186	362663.ECP_0186	362663	320.1	1	161	1	161	161
362663.ECP_0187	362663.ECP_0187	362663	693.0	1	341	1	341	341
362663.ECP_0187	362663.ECP_0189	362663	61.2	122	334	12	210	262
362663.ECP_0188	362663.ECP_0188	362663	307.4	1	151	1	151	151
362663.ECP_0189	362663.ECP_0187	362663	61.2	12	210	122	334	341
362663.ECP_0189	362663.ECP_0189	362663	533.9	1	262	1	262	262
362663.ECP_0190	362663.ECP_0190	362663	781.6	1	382	1	382	382
362663.ECP_0191	362663.ECP_0191	362663	403.3	1	198	1	198	198
362663.ECP_0192	362663.ECP_0192	362663	2384.4	1	1160	1	1160	1160
362663.ECP_0193	362663.ECP_0193	362663	648.7	1	319	1	319	319
362663.ECP_0194	362663.ECP_0194	362663	1491.9	1	713	1	713	713
362663.ECP_0194	362663.ECP_0327	362663	926.4	14	710	11	707	708
362663.ECP_0194	362663.ECP_0711	362663	303.9	82	706	64	715	735
362663.ECP_0194	362663.ECP_2959	362663	324.7	115	706	86	705	711
362663.ECP_0194	362663.ECP_4360	362663	457.6	19	710	22	755	756
362663.ECP_0194	362663.ECP_4375	362663	1083.9	1	710	1	710	715
362663.ECP_0195	362663.ECP_0195	362663	271.6	1	129	1	129	129
362663.ECP_0196	362663.ECP_0196	362663	879.0	1	437	1	437	437
362663.ECP_0197	362663.ECP_0197	362663	179.1	1	86	1	86	86
362663.ECP_0198	362663.ECP_0198	362663	130.2	1	66	1	66	66
362663.ECP_0199	362663.ECP_0199	362663	370.2	1	181	1	181	181
362663.ECP_0200	362663.ECP_0200	362663	280.8	1	140	1	140	140
362663.ECP_0201	362663.ECP_0201	362663	490.3	1	236	1	236	236
362663.ECP_0202	362663.ECP_0202	362663	386.7	1	184	1	184	184
362663.ECP_0203	362663.ECP_0203	362663	187.2	1	90	1	90	90
362663.ECP_0204	362663.ECP_0204	362663	1174.8	1	572	1	572	572
362663.ECP_0204	362663.ECP_1666	362663	61.2	6	199	232	422	642
362663.ECP_0205	362663.ECP_0205	362663	486.1	1	235	1	235	235
362663.ECP_0206	362663.ECP_0206	362663	272.7	1	134	1	134	134
362663.ECP_0207	362663.ECP_0207	362663	541.2	1	271	1	271	271
362663.ECP_0207	362663.ECP_3866	362663	347.8	9	271	10	272	272
362663.ECP_0208	362663.ECP_0208	362663	418.3	1	217	1	217	217
362663.ECP_0208	362663.ECP_2169	362663	54.3	15	178	179	344	385
362663.ECP_0208	362663.ECP_2644	362663	60.5	12	217	140	330	354
362663.ECP_0209	362663.ECP_0069	362663	112.8	1	230	1	219	232
362663.ECP_0209	362663.ECP_0135	362663	127.1	2	238	5	244	308
362663.ECP_0209	362663.ECP_0161	362663	115.5	4	229	14	236	265
362663.ECP_0209	362663.ECP_0209	362663	706.4	1	343	1	343	343
362663.ECP_0209	362663.ECP_0285	362663	79.3	11	184	176	350	351
362663.ECP_0209	362663.ECP_0305	362663	108.2	20	230	1005	1215	1245
362663.ECP_0209	362663.ECP_0429	362663	100.5	20	217	16	205	255
