#string_protein_id	preferred_name	protein_size	annotation
1034809.SLUG_03760	CCB52802.1	635	annotation not available
1034809.SLUG_03770	bglA	479	Belongs to the glycosyl hydrolase 1 family. 
1034809.SLUG_03780	tanA	613	annotation not available
1034809.SLUG_03790	tan(A)R	324	Belongs to the LysR transcriptional regulatory family. 
1034809.SLUG_03800	CCB52808.1	43	annotation not available
1034809.SLUG_03810	CCB52809.1	192	annotation not available
1034809.SLUG_03820	CCB52810.1	389	annotation not available
1034809.SLUG_03830	fda	296	Belongs to the class I fructose-bisphosphate aldolase family
1034809.SLUG_03840	CCB52812.1	36	Doubtful CDS
1034809.SLUG_03850	slsc	190	annotation not available
1034809.SLUG_03860	CCB52814.1	139	annotation not available
1034809.SLUG_03870	Lipoprotein	271	Belongs to the nlpA lipoprotein family. 
1034809.SLUG_03880	CCB52816.1	445	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
1034809.SLUG_03890	CCB52817.1	453	Glycosyltransferase, group 2 family protein; Homology to GgaA of B. subtilis
1034809.SLUG_03900	CCB52818.1	374	annotation not available
1034809.SLUG_03910	CCB52819.1	675	CDP-glycerol:poly(Glycerophosphate) glycerophosphotransferase; Homology to GgaB of B. subtilis
1034809.SLUG_03920	CCB52820.1	613	Uncharacterized protein; Homology to GgnD of B. subtilis
1034809.SLUG_03930	CCB52821.1	484	annotation not available
1034809.SLUG_03940	CCB52822.1	293	Belongs to the LysR transcriptional regulatory family. 
1034809.SLUG_03950	alsS	544	Belongs to the TPP enzyme family. 
1034809.SLUG_03960	budA	234	Belongs to the alpha-acetolactate decarboxylase family. 
1034809.SLUG_03970	CCB52825.1	533	Transports L-lactate across the membrane. Can also transport D-lactate and glycolate
1034809.SLUG_03980	CCB52826.1	166	annotation not available
1034809.SLUG_03990	CCB52827.1	165	annotation not available
1034809.SLUG_04000	queH	240	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)
1034809.SLUG_04010	CCB52829.1	354	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor
1034809.SLUG_04020	CCB52830.1	284	Belongs to the fructosamine kinase family. 
1034809.SLUG_04030	CCB52831.1	278	annotation not available
1034809.SLUG_04040	CCB52832.1	333	annotation not available
1034809.SLUG_04050	CCB52833.1	234	Belongs to the short-chain dehydrogenases/reductases (SDR) family
1034809.SLUG_04060	CCB52834.1	185	annotation not available
1034809.SLUG_04070	CCB52835.1	99	annotation not available
1034809.SLUG_04080	CCB52836.1	272	annotation not available
1034809.SLUG_04090	CCB52837.1	125	annotation not available
1034809.SLUG_04100	CCB52838.1	80	annotation not available
1034809.SLUG_04110	CCB52839.1	188	annotation not available
1034809.SLUG_04120	CCB52840.1	246	annotation not available
1034809.SLUG_04130	CCB52841.1	505	Belongs to the major facilitator superfamily. 
1034809.SLUG_04140	CCB52842.1	207	annotation not available
1034809.SLUG_04150	CCB52843.1	467	annotation not available
1034809.SLUG_04160	CCB52844.1	351	annotation not available
1034809.SLUG_04170	CCB52845.1	118	annotation not available
1034809.SLUG_04180	CCB52846.1	473	annotation not available
1034809.SLUG_04190	isaA	233	annotation not available
1034809.SLUG_04200	CCB52848.1	602	annotation not available
1034809.SLUG_04210	CCB52849.1	37	annotation not available
1034809.SLUG_04220	CCB52850.1	388	annotation not available
1034809.SLUG_04230	CCB52851.1	332	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1034809.SLUG_04240	CCB52852.1	68	annotation not available
1034809.SLUG_04250	copA	795	annotation not available
1034809.SLUG_04260	CCB52855.1	61	annotation not available
1034809.SLUG_04270	CCB52856.1	192	annotation not available
1034809.SLUG_04280	CCB52857.1	835	CDP-glycerol:poly(Glycerophosphate) glycerophosphotransferase; Homology to TarF of Bacillus subtilis
1034809.SLUG_04290	CCB52858.1	312	annotation not available
1034809.SLUG_04300	pruA	514	Belongs to the aldehyde dehydrogenase family. RocA subfamily
1034809.SLUG_04310	CCB52861.1	157	annotation not available
1034809.SLUG_04320	CCB52862.1	835	annotation not available
1034809.SLUG_04330	CCB52864.1	160	annotation not available
1034809.SLUG_04340	CCB52865.1	317	annotation not available
1034809.SLUG_04350	CCB52867.1	173	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction: the enzyme is irreversibly inactivated. 
1034809.SLUG_04360	slushC	43	annotation not available
1034809.SLUG_04370	slushB	43	annotation not available
1034809.SLUG_04380	slushA	43	annotation not available
1034809.SLUG_04385	orf-X	24	annotation not available
1034809.SLUG_04390	CCB52873.1	361	annotation not available
1034809.SLUG_04400	CCB52874.1	243	annotation not available
1034809.SLUG_04410	CCB52876.1	187	annotation not available
1034809.SLUG_04420	mvaS	389	annotation not available
1034809.SLUG_04430	thl	384	Belongs to the thiolase-like superfamily. Thiolase family. 
1034809.SLUG_04440	mvaA	429	Belongs to the HMG-CoA reductase family. 
1034809.SLUG_04450	CCB52880.1	144	annotation not available
1034809.SLUG_04460	CCB52881.1	71	Belongs to the UPF0346 family. 
1034809.SLUG_04470	cidR	292	Belongs to the LysR transcriptional regulatory family. 
1034809.SLUG_04480	cidA	132	annotation not available
1034809.SLUG_04490	cidB	230	annotation not available
1034809.SLUG_04500	cidC	579	Belongs to the TPP enzyme family. 
1034809.SLUG_04510	CCB52886.1	351	annotation not available
1034809.SLUG_04520	CCB52887.1	134	annotation not available
1034809.SLUG_04530	CCB52889.1	119	annotation not available
1034809.SLUG_04540	CCB52890.1	39	annotation not available
1034809.SLUG_04550	ldh	321	Catalyzes the conversion of lactate to pyruvate. 
1034809.SLUG_04560	CCB52893.1	323	annotation not available
1034809.SLUG_04570	CCB52895.1	108	annotation not available
1034809.SLUG_04580	CCB52896.1	49	annotation not available
1034809.SLUG_04590	capB-a	385	annotation not available
1034809.SLUG_04600	capC	150	annotation not available
1034809.SLUG_04610	CCB52900.1	354	Bacterial capsule synthesis protein; Homology to CapA of B. anthracis
1034809.SLUG_04620	CCB52901.1	53	annotation not available
1034809.SLUG_04630	CCB52902.1	532	annotation not available
1034809.SLUG_04640	xylB	495	annotation not available
1034809.SLUG_04650	CCB52904.1	347	annotation not available
1034809.SLUG_04660	sdaAB	226	Belongs to the iron-sulfur dependent L-serine dehydratase family
1034809.SLUG_04670	sdaAA	298	Belongs to the iron-sulfur dependent L-serine dehydratase family
1034809.SLUG_04680	CCB52907.1	58	annotation not available
1034809.SLUG_04690	CCB52908.1	164	annotation not available
1034809.SLUG_04700	srtA	201	annotation not available
1034809.SLUG_04720	slsE	265	Cof-like hydrolase; CDS contains a frameshift after residue 1687
1034809.SLUG_04730	tnpA	160	annotation not available
1034809.SLUG_04740	ddh	330	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1034809.SLUG_04750	CCB52914.1	219	annotation not available
1034809.SLUG_04760	slsB	277	annotation not available
1034809.SLUG_04770	CCB52916.1	497	Belongs to the aldehyde dehydrogenase family. 
1034809.SLUG_04780	CCB52917.1	269	annotation not available
1034809.SLUG_04790	CCB52918.1	93	annotation not available
1034809.SLUG_04800	CCB52919.1	41	annotation not available
1034809.SLUG_04810	CCB52920.1	194	annotation not available
1034809.SLUG_04820	CCB52921.1	314	annotation not available
1034809.SLUG_04830	CCB52922.1	317	annotation not available
1034809.SLUG_04840	CCB52923.1	144	annotation not available
1034809.SLUG_04850	CCB52924.1	322	annotation not available
1034809.SLUG_04860	CCB52925.1	301	annotation not available
1034809.SLUG_04870	CCB52926.1	197	annotation not available
1034809.SLUG_04880	CCB52927.1	354	annotation not available
1034809.SLUG_04890	CCB52928.1	595	annotation not available
1034809.SLUG_04900	fbp	654	annotation not available
1034809.SLUG_04910	CCB52931.1	204	annotation not available
1034809.SLUG_04920	CCB52932.1	332	annotation not available
1034809.SLUG_04930	thiG	255	Catalyzes the rearrangement of 1-deoxy-D-xylulose 5-phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S
1034809.SLUG_04940	thiS	66	annotation not available
1034809.SLUG_04950	thiO	371	annotation not available
1034809.SLUG_04960	CCB52938.1	196	annotation not available
1034809.SLUG_04970	CCB52940.1	424	annotation not available
1034809.SLUG_04980	CCB52941.1	94	annotation not available
1034809.SLUG_04990	CCB52943.1	646	annotation not available
1034809.SLUG_05000	CCB52944.1	138	annotation not available
1034809.SLUG_05010	CCB52946.1	231	annotation not available
1034809.SLUG_05020	CCB52947.1	290	annotation not available
1034809.SLUG_05030	CCB52948.1	236	annotation not available
1034809.SLUG_05040	gntR	226	annotation not available
1034809.SLUG_05050	gntK	512	Belongs to the FGGY kinase family. 
1034809.SLUG_05060	gntP	452	annotation not available
1034809.SLUG_05070	gtaB	288	annotation not available
1034809.SLUG_05080	CCB52953.1	66	annotation not available
1034809.SLUG_05090	CCB52954.1	546	annotation not available
1034809.SLUG_05100	CCB52955.1	30	annotation not available
1034809.SLUG_05110	CCB52956.1	497	annotation not available
1034809.SLUG_05120	CCB52957.1	451	annotation not available
1034809.SLUG_05130	CCB52958.1	63	annotation not available
1034809.SLUG_05140	CCB52959.1	88	annotation not available
1034809.SLUG_05150	CCB52960.1	231	Belongs to the short-chain dehydrogenases/reductases (SDR) family
1034809.SLUG_05160	CCB52961.1	411	annotation not available
1034809.SLUG_05170	ppk	721	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP). Rule:MF_00347, ECO:0000256|RuleBase:RU003800,
1034809.SLUG_05180	ppx	512	annotation not available
1034809.SLUG_05190	CCB52964.1	515	annotation not available
1034809.SLUG_05200	CCB52965.1	42	annotation not available
1034809.SLUG_05210	CCB52966.1	358	annotation not available
1034809.SLUG_05220	CCB52967.1	151	annotation not available
1034809.SLUG_05230	CCB52968.1	426	O-acetylhomoserine aminocarboxypropyltransferase; Might be involved in cysteine, methionine metabolism
1034809.SLUG_05240	phnE	276	annotation not available
1034809.SLUG_05250	CCB52970.1	268	annotation not available
1034809.SLUG_05260	phnC	257	Part of the ABC transporter complex PhnCDE involved in phosphonates import. Responsible for energy coupling to the transport system
1034809.SLUG_05270	phnD	317	annotation not available
1034809.SLUG_05280	CCB52973.1	507	annotation not available
1034809.SLUG_05290	CCB52974.1	512	Belongs to the 5'-nucleotidase family. 
1034809.SLUG_05300	CCB52975.1	525	Belongs to the glutamate synthase family. 
1034809.SLUG_05310	CCB52976.1	254	annotation not available
1034809.SLUG_05320	CCB52977.1	259	annotation not available
1034809.SLUG_05330	CCB52979.1	220	annotation not available
1034809.SLUG_05340	fetB	258	annotation not available
1034809.SLUG_05350	CCB52982.1	487	annotation not available
1034809.SLUG_05360	CCB52983.1	225	Response regulator receiver domain protein; Might be involved in metal ion uptake
1034809.SLUG_05370	CCB52984.1	75	annotation not available
1034809.SLUG_05380	CCB52985.1	391	annotation not available
1034809.SLUG_05390	CCB52986.1	449	Belongs to the type-B carboxylesterase/lipase family. 
1034809.SLUG_05400	CCB52987.1	198	annotation not available
1034809.SLUG_05410	CCB52988.1	350	annotation not available
1034809.SLUG_05420	opuCA	416	annotation not available
1034809.SLUG_05430	opuCB	211	annotation not available
1034809.SLUG_05440	opuCC	313	annotation not available
1034809.SLUG_05450	opuCD	226	annotation not available
1034809.SLUG_05460	CCB52993.1	90	annotation not available
1034809.SLUG_05470	CCB52994.1	121	annotation not available
1034809.SLUG_05480	CCB52995.1	485	annotation not available
1034809.SLUG_05490	CCB52996.1	208	annotation not available
1034809.SLUG_05500	CCB52997.1	218	annotation not available
1034809.SLUG_05510	CCB52998.1	103	annotation not available
1034809.SLUG_05520	CCB52999.1	213	annotation not available
1034809.SLUG_05530	lrgB	233	Inhibits the expression or activity of extracellular murein hydrolases by interacting, possibly with LrgA, with the holin-like proteins CidA and/or CidB. The LrgAB and CidAB proteins may affect the proton motive force of the membrane. May be involved in programmed cell death (PCD), possibly triggering PCD in response to antibiotics and environmental stresses
1034809.SLUG_05540	lrgA	153	annotation not available
1034809.SLUG_05550	lytR	253	annotation not available
1034809.SLUG_05560	lytS	584	annotation not available
1034809.SLUG_05570	CCB53004.1	464	annotation not available
1034809.SLUG_05580	CCB53005.1	310	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid
1034809.SLUG_05590	CCB53006.1	88	annotation not available
1034809.SLUG_05600	CCB53007.1	283	annotation not available
1034809.SLUG_05610	oxaA-a	273	annotation not available
1034809.SLUG_05620	CCB53009.1	503	annotation not available
1034809.SLUG_05630	CCB53010.1	608	annotation not available
1034809.SLUG_05640	CCB53011.1	314	annotation not available
1034809.SLUG_05650	CCB53012.1	687	annotation not available
1034809.SLUG_05660	CCB53013.1	452	annotation not available
1034809.SLUG_05670	CCB53014.1	271	annotation not available
1034809.SLUG_05680	CCB53015.1	215	annotation not available
1034809.SLUG_05690	CCB53016.1	157	annotation not available
1034809.SLUG_05700	CCB53017.1	399	annotation not available
1034809.SLUG_05710	CCB53018.1	237	annotation not available
1034809.SLUG_05720	CCB53019.1	391	Belongs to the glycerate kinase type-1 family. 
1034809.SLUG_05730	CCB53020.1	128	annotation not available
1034809.SLUG_05740	CCB53021.1	288	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family
1034809.SLUG_05750	CCB53022.1	141	annotation not available
1034809.SLUG_05760	gpmA	228	Catalyzes the interconversion of 2-phosphoglycerate and 3- phosphoglycerate
1034809.SLUG_05770	CCB53024.1	33	annotation not available
1034809.SLUG_05780	CCB53025.1	473	Belongs to the major facilitator superfamily. 
1034809.SLUG_05790	CCB53026.1	259	annotation not available
1034809.SLUG_05800	CCB53027.1	239	annotation not available
1034809.SLUG_05810	CCB53028.1	243	annotation not available
1034809.SLUG_05820	fmhA	415	annotation not available
1034809.SLUG_05830	CCB53030.1	119	annotation not available
1034809.SLUG_05840	CCB53031.1	202	annotation not available
1034809.SLUG_05850	CCB53032.1	159	annotation not available
1034809.SLUG_05860	CCB53033.1	59	annotation not available
1034809.SLUG_05870	CCB53034.1	42	annotation not available
